"Sale_ID","Cust_ID","Prod_ID","Qty_Purchased","Date_Purchased"
"SALE8105","CUST4817","PROD1733","5","2024/8/10"
"SALE8105","CUST5020","PROD1737","1","2024/7/1"
"SALE8105","CUST5023","PROD1733","2","2024/7/23"
"SALE8105","CUST4727","PROD1731","1","2024/4/19"
"SALE8105","CUST4896","PROD1760","4","2024/3/1"
"SALE8105","CUST4740","PROD1739","5","2024/11/6"
"SALE8105","CUST5135","PROD1759","1","2024/12/10"
"SALE8105","CUST4804","PROD1728","3","2024/10/9"
"SALE8105","CUST4747","PROD1752","2","2024/8/22"
"SALE8105","CUST4762","PROD1727","3","2024/12/28"
"SALE8105","CUST4961","PROD1761","3","2024/4/28"
"SALE8105","CUST4930","PROD1762","1","2024/10/16"
"SALE8105","CUST4684","PROD1745","3","2024/10/6"
"SALE8105","CUST4865","PROD1735","3","2024/1/26"
"SALE8105","CUST5105","PROD1753","2","2024/7/5"
"SALE8105","CUST4855","PROD1753","1","2024/9/30"
"SALE8105","CUST4766","PROD1738","2","2024/9/9"
"SALE8105","CUST4825","PROD1740","5","2024/10/14"
"SALE8105","CUST4699","PROD1729","3","2024/7/1"
"SALE8105","CUST5143","PROD1762","4","2024/4/12"
"SALE8105","CUST4752","PROD1737","2","2024/1/12"
"SALE8105","CUST5172","PROD1764","4","2024/10/24"
"SALE8105","CUST5004","PROD1750","3","2024/10/2"
"SALE8105","CUST5130","PROD1744","5","2024/5/10"
"SALE8105","CUST5021","PROD1765","5","2024/7/10"
"SALE8105","CUST4989","PROD1735","4","2024/8/14"
"SALE8105","CUST5169","PROD1769","1","2024/5/23"
"SALE8105","CUST4872","PROD1753","1","2024/4/21"
"SALE8105","CUST5074","PROD1766","4","2024/2/13"
"SALE8105","CUST5177","PROD1747","3","2024/3/23"
"SALE8105","CUST4853","PROD1746","5","2024/3/22"
"SALE8105","CUST5080","PROD1727","1","2024/2/24"
"SALE8105","CUST4843","PROD1742","3","2024/8/23"
"SALE8105","CUST4887","PROD1753","2","2024/1/1"
"SALE8105","CUST4746","PROD1754","4","2024/11/15"
"SALE8105","CUST4820","PROD1758","3","2024/3/15"
"SALE8105","CUST4902","PROD1729","1","2024/1/10"
"SALE8105","CUST4691","PROD1736","4","2024/11/15"
"SALE8105","CUST5130","PROD1750","5","2024/10/6"
"SALE8105","CUST5176","PROD1737","2","2024/2/16"
"SALE8105","CUST5041","PROD1758","4","2024/12/4"
"SALE8105","CUST4826","PROD1730","5","2024/2/2"
"SALE8105","CUST4871","PROD1746","4","2024/3/7"
"SALE8105","CUST4794","PROD1733","4","2024/8/1"
"SALE8105","CUST5173","PROD1767","4","2024/5/14"
"SALE8105","CUST4913","PROD1761","4","2024/1/17"
"SALE8105","CUST5072","PROD1752","3","2024/7/31"
"SALE8105","CUST5018","PROD1735","3","2024/2/10"
"SALE8105","CUST4719","PROD1725","5","2024/10/27"
"SALE8105","CUST5051","PROD1727","2","2024/12/18"
"SALE8105","CUST5038","PROD1751","1","2024/7/30"
"SALE8105","CUST4926","PROD1755","4","2024/12/16"
"SALE8105","CUST4691","PROD1760","3","2024/2/26"
"SALE8105","CUST4816","PROD1739","3","2024/3/29"
"SALE8105","CUST4699","PROD1767","3","2024/9/20"
"SALE8105","CUST4876","PROD1737","5","2024/1/23"
"SALE8105","CUST4990","PROD1727","5","2024/6/13"
"SALE8105","CUST4794","PROD1728","1","2024/10/18"
"SALE8105","CUST4736","PROD1741","1","2024/11/8"
"SALE8105","CUST4930","PROD1745","3","2024/1/12"
"SALE8105","CUST4689","PROD1738","1","2024/8/17"
"SALE8105","CUST5098","PROD1753","5","2024/5/24"
"SALE8105","CUST4960","PROD1730","3","2024/10/29"
"SALE8105","CUST4761","PROD1742","1","2024/4/25"
"SALE8105","CUST4791","PROD1750","3","2024/1/23"
"SALE8105","CUST4692","PROD1759","4","2024/7/2"
"SALE8105","CUST5164","PROD1768","4","2024/10/30"
"SALE8105","CUST5018","PROD1764","3","2024/7/15"
"SALE8105","CUST5079","PROD1737","2","2024/10/11"
"SALE8105","CUST4762","PROD1740","5","2024/4/14"
"SALE8105","CUST4730","PROD1741","5","2024/12/5"
"SALE8105","CUST4966","PROD1755","3","2024/12/8"
"SALE8105","CUST4751","PROD1750","5","2024/4/12"
"SALE8105","CUST5063","PROD1726","1","2024/3/11"
"SALE8105","CUST4970","PROD1737","4","2024/1/27"
"SALE8105","CUST4920","PROD1731","1","2024/6/11"
"SALE8105","CUST4759","PROD1766","1","2024/9/1"
"SALE8105","CUST4861","PROD1760","3","2024/12/16"
"SALE8105","CUST4906","PROD1759","5","2024/6/17"
"SALE8105","CUST4712","PROD1725","1","2024/7/14"
"SALE8105","CUST4698","PROD1746","2","2024/5/6"
"SALE8105","CUST4912","PROD1744","5","2024/1/29"
"SALE8105","CUST5176","PROD1768","4","2024/4/15"
"SALE8105","CUST4725","PROD1731","4","2024/10/1"
"SALE8105","CUST4928","PROD1733","4","2024/1/27"
"SALE8105","CUST4935","PROD1758","2","2024/2/19"
"SALE8105","CUST4793","PROD1753","5","2024/5/13"
"SALE8105","CUST5155","PROD1751","3","2024/7/7"
"SALE8105","CUST4916","PROD1757","1","2024/4/11"
"SALE8105","CUST4740","PROD1734","3","2024/7/12"
"SALE8105","CUST5060","PROD1742","1","2024/3/5"
"SALE8105","CUST4786","PROD1755","5","2024/1/30"
"SALE8105","CUST5089","PROD1753","5","2024/8/2"
"SALE8105","CUST5176","PROD1760","1","2024/10/19"
"SALE8105","CUST4970","PROD1745","3","2024/8/24"
"SALE8105","CUST4798","PROD1755","5","2024/9/16"
"SALE8105","CUST4918","PROD1732","4","2024/4/11"
"SALE8105","CUST5002","PROD1740","4","2024/10/30"
"SALE8105","CUST4964","PROD1765","3","2024/10/25"
"SALE8105","CUST4989","PROD1727","5","2024/4/28"
"SALE8105","CUST4944","PROD1751","5","2024/10/26"
"SALE8105","CUST5095","PROD1725","2","2024/7/13"
"SALE8105","CUST4985","PROD1764","1","2024/12/4"
"SALE8105","CUST4881","PROD1752","4","2024/8/30"
"SALE8105","CUST4930","PROD1736","3","2024/8/18"
"SALE8105","CUST4739","PROD1729","4","2024/6/10"
"SALE8105","CUST5029","PROD1748","2","2024/1/25"
"SALE8105","CUST4685","PROD1763","4","2024/10/25"
"SALE8105","CUST4699","PROD1749","2","2024/9/7"
"SALE8105","CUST4883","PROD1762","5","2024/6/3"
"SALE8105","CUST4793","PROD1737","5","2024/8/11"
"SALE8105","CUST4950","PROD1764","2","2024/7/7"
"SALE8105","CUST4903","PROD1736","5","2024/10/13"
"SALE8105","CUST4871","PROD1761","2","2024/11/21"
"SALE8105","CUST4805","PROD1746","2","2024/5/26"
"SALE8105","CUST4817","PROD1747","1","2024/4/9"
"SALE8105","CUST5117","PROD1751","3","2024/3/13"
"SALE8105","CUST4725","PROD1750","4","2024/6/27"
"SALE8105","CUST4839","PROD1759","2","2024/11/29"
"SALE8105","CUST4708","PROD1735","3","2024/7/18"
"SALE8105","CUST4874","PROD1725","5","2024/3/10"
"SALE8105","CUST5142","PROD1769","3","2024/10/15"
"SALE8105","CUST5105","PROD1726","3","2024/1/22"
"SALE8105","CUST4810","PROD1738","2","2024/3/31"
"SALE8105","CUST4978","PROD1752","3","2024/3/25"
"SALE8105","CUST4823","PROD1768","5","2024/3/28"
"SALE8105","CUST4881","PROD1769","5","2024/9/3"
"SALE8105","CUST5083","PROD1761","5","2024/10/1"
"SALE8105","CUST5135","PROD1767","5","2024/1/25"
"SALE8105","CUST4875","PROD1754","3","2024/5/7"
"SALE8105","CUST5075","PROD1757","1","2024/10/1"
"SALE8105","CUST5152","PROD1748","1","2024/6/26"
"SALE8105","CUST5015","PROD1764","2","2024/4/28"
"SALE8105","CUST5012","PROD1754","1","2024/10/20"
"SALE8105","CUST5108","PROD1733","1","2024/1/10"
"SALE8105","CUST4926","PROD1746","3","2024/9/21"
"SALE8105","CUST4945","PROD1734","3","2024/7/15"
"SALE8105","CUST4952","PROD1733","5","2024/3/28"
"SALE8105","CUST4705","PROD1745","5","2024/3/14"
"SALE8105","CUST4681","PROD1726","3","2024/5/15"
"SALE8105","CUST4984","PROD1741","1","2024/10/15"
"SALE8105","CUST5130","PROD1743","4","2024/11/21"
"SALE8105","CUST4814","PROD1729","2","2024/2/5"
"SALE8105","CUST5039","PROD1754","5","2024/4/4"
"SALE8105","CUST4690","PROD1725","2","2024/8/19"
"SALE8105","CUST4880","PROD1735","1","2024/1/18"
"SALE8105","CUST5160","PROD1737","1","2024/2/15"
"SALE8105","CUST4693","PROD1732","4","2024/11/18"
"SALE8105","CUST4682","PROD1728","1","2024/3/18"
"SALE8105","CUST5058","PROD1726","1","2024/8/20"
"SALE8105","CUST4745","PROD1762","4","2024/9/13"
"SALE8105","CUST5107","PROD1768","1","2024/4/1"
"SALE8105","CUST4828","PROD1735","4","2024/9/11"
"SALE8105","CUST4803","PROD1746","1","2024/8/29"
"SALE8105","CUST5147","PROD1744","4","2024/1/1"
"SALE8105","CUST4815","PROD1767","4","2024/9/18"
"SALE8105","CUST5101","PROD1740","3","2024/12/30"
"SALE8105","CUST4859","PROD1758","5","2024/11/7"
"SALE8105","CUST4926","PROD1769","3","2024/1/1"
"SALE8105","CUST5107","PROD1747","4","2024/12/8"
"SALE8105","CUST4939","PROD1763","4","2024/2/3"
"SALE8105","CUST4926","PROD1740","2","2024/12/24"
"SALE8105","CUST4737","PROD1762","2","2024/6/21"
"SALE8105","CUST5071","PROD1748","1","2024/12/14"
"SALE8105","CUST5086","PROD1746","1","2024/1/9"
"SALE8105","CUST4936","PROD1757","2","2024/11/2"
"SALE8105","CUST4774","PROD1752","3","2024/3/14"
"SALE8105","CUST4972","PROD1741","3","2024/9/10"
"SALE8105","CUST5052","PROD1746","2","2024/1/11"
"SALE8105","CUST4981","PROD1743","4","2024/6/25"
"SALE8105","CUST4894","PROD1754","2","2024/11/10"
"SALE8105","CUST4983","PROD1733","1","2024/3/10"
"SALE8105","CUST5110","PROD1727","2","2024/12/13"
"SALE8105","CUST5089","PROD1740","1","2024/4/4"
"SALE8105","CUST4817","PROD1763","4","2024/6/21"
"SALE8105","CUST4924","PROD1760","4","2024/12/19"
"SALE8105","CUST4999","PROD1753","1","2024/4/27"
"SALE8105","CUST4951","PROD1754","4","2024/11/29"
"SALE8105","CUST4987","PROD1760","4","2024/3/21"
"SALE8105","CUST5062","PROD1725","2","2024/7/12"
"SALE8105","CUST4978","PROD1737","2","2024/2/22"
"SALE8105","CUST4714","PROD1734","3","2024/6/30"
"SALE8105","CUST4882","PROD1758","5","2024/4/4"
"SALE8105","CUST4755","PROD1765","1","2024/8/9"
"SALE8105","CUST5094","PROD1741","1","2024/10/19"
"SALE8105","CUST4821","PROD1741","4","2024/3/30"
"SALE8105","CUST5005","PROD1767","1","2024/3/15"
"SALE8105","CUST5104","PROD1725","1","2024/1/16"
"SALE8105","CUST4704","PROD1764","4","2024/5/1"
"SALE8105","CUST4745","PROD1763","1","2024/10/13"
"SALE8105","CUST4997","PROD1758","3","2024/8/29"
"SALE8105","CUST4731","PROD1761","3","2024/9/3"
"SALE8105","CUST4713","PROD1740","2","2024/10/27"
"SALE8105","CUST5027","PROD1730","2","2024/12/5"
"SALE8105","CUST4770","PROD1759","5","2024/6/12"
"SALE8105","CUST5064","PROD1763","3","2024/3/5"
"SALE8105","CUST4917","PROD1764","4","2024/8/4"
"SALE8105","CUST4698","PROD1759","3","2024/2/17"
"SALE8105","CUST4821","PROD1738","4","2024/10/19"
"SALE8105","CUST4992","PROD1728","3","2024/10/17"
"SALE8105","CUST5164","PROD1760","3","2024/7/19"
"SALE8105","CUST4969","PROD1747","3","2024/8/26"
"SALE8105","CUST4840","PROD1729","3","2024/6/22"
"SALE8105","CUST5079","PROD1761","1","2024/4/25"
"SALE8105","CUST4773","PROD1763","1","2024/6/11"
"SALE8105","CUST4926","PROD1749","4","2024/4/18"
"SALE8105","CUST4738","PROD1737","5","2024/10/20"
"SALE8105","CUST4845","PROD1763","4","2024/8/27"
"SALE8105","CUST4891","PROD1738","2","2024/1/28"
"SALE8105","CUST5084","PROD1742","5","2024/6/3"
"SALE8105","CUST4876","PROD1751","5","2024/4/15"
"SALE8105","CUST5080","PROD1753","2","2024/7/7"
"SALE8105","CUST4901","PROD1734","3","2024/12/4"
"SALE8105","CUST5114","PROD1769","3","2024/10/20"
"SALE8105","CUST5088","PROD1754","1","2024/5/15"
"SALE8105","CUST5156","PROD1760","5","2024/5/16"
"SALE8105","CUST5109","PROD1756","5","2024/11/30"
"SALE8105","CUST5047","PROD1732","4","2024/9/11"
"SALE8105","CUST4812","PROD1755","5","2024/12/10"
"SALE8105","CUST5155","PROD1756","1","2024/4/3"
"SALE8105","CUST5005","PROD1763","5","2024/6/14"
"SALE8105","CUST5079","PROD1731","1","2024/1/10"
"SALE8105","CUST5146","PROD1768","4","2024/10/2"
"SALE8105","CUST5110","PROD1743","3","2024/5/21"
"SALE8105","CUST4961","PROD1765","4","2024/7/6"
"SALE8105","CUST5074","PROD1755","1","2024/3/11"
"SALE8105","CUST4770","PROD1761","3","2024/6/25"
"SALE8105","CUST4892","PROD1730","1","2024/8/14"
"SALE8105","CUST4734","PROD1743","2","2024/10/25"
"SALE8105","CUST4808","PROD1761","5","2024/9/24"
"SALE8105","CUST4743","PROD1740","5","2024/2/10"
"SALE8105","CUST4753","PROD1736","5","2024/1/5"
"SALE8105","CUST4739","PROD1740","1","2024/1/24"
"SALE8105","CUST5014","PROD1746","1","2024/12/4"
"SALE8105","CUST5063","PROD1760","4","2024/10/4"
"SALE8105","CUST4978","PROD1759","2","2024/3/15"
"SALE8105","CUST4710","PROD1730","4","2024/5/17"
"SALE8105","CUST4712","PROD1761","4","2024/3/30"
"SALE8105","CUST4977","PROD1727","1","2024/8/23"
"SALE8105","CUST5141","PROD1748","1","2024/3/25"
"SALE8105","CUST4778","PROD1759","3","2024/8/1"
"SALE8105","CUST5071","PROD1765","2","2024/9/3"
"SALE8105","CUST5000","PROD1738","2","2024/1/31"
"SALE8105","CUST5118","PROD1760","1","2024/5/28"
"SALE8105","CUST5083","PROD1743","5","2024/4/10"
"SALE8105","CUST5048","PROD1756","1","2024/4/29"
"SALE8105","CUST5053","PROD1745","2","2024/6/23"
"SALE8105","CUST4879","PROD1732","1","2024/4/12"
"SALE8105","CUST4928","PROD1766","4","2024/3/27"
"SALE8105","CUST5160","PROD1733","5","2024/10/2"
"SALE8105","CUST4744","PROD1736","3","2024/10/23"
"SALE8105","CUST4932","PROD1767","5","2024/6/19"
"SALE8105","CUST4724","PROD1752","1","2024/8/11"
"SALE8105","CUST4870","PROD1729","5","2024/7/5"
"SALE8105","CUST4852","PROD1768","1","2024/7/19"
"SALE8105","CUST4769","PROD1757","2","2024/10/13"
"SALE8105","CUST5039","PROD1744","4","2024/2/19"
"SALE8105","CUST5023","PROD1769","5","2024/4/26"
"SALE8105","CUST5180","PROD1753","2","2024/2/17"
"SALE8105","CUST4806","PROD1756","1","2024/8/28"
"SALE8105","CUST4807","PROD1736","3","2024/3/7"
"SALE8105","CUST5145","PROD1763","4","2024/10/27"
"SALE8105","CUST5001","PROD1755","5","2024/11/23"
"SALE8105","CUST5124","PROD1733","5","2024/6/11"
"SALE8105","CUST4896","PROD1759","1","2024/11/18"
"SALE8105","CUST5039","PROD1756","2","2024/11/9"
"SALE8105","CUST4894","PROD1769","1","2024/4/14"
"SALE8105","CUST4832","PROD1757","4","2024/6/28"
"SALE8105","CUST4892","PROD1753","1","2024/4/4"
"SALE8105","CUST4891","PROD1734","1","2024/1/17"
"SALE8105","CUST4897","PROD1756","5","2024/6/5"
"SALE8105","CUST4984","PROD1749","1","2024/11/10"
"SALE8105","CUST4726","PROD1734","1","2024/5/15"
"SALE8105","CUST4960","PROD1730","1","2024/4/9"
"SALE8105","CUST5003","PROD1767","3","2024/10/5"
"SALE8105","CUST4765","PROD1747","4","2024/11/19"
"SALE8105","CUST5125","PROD1744","3","2024/7/16"
"SALE8105","CUST4753","PROD1757","2","2024/10/19"
"SALE8105","CUST4970","PROD1765","1","2024/5/18"
"SALE8105","CUST4860","PROD1725","3","2024/12/18"
"SALE8105","CUST4691","PROD1760","1","2024/12/1"
"SALE8105","CUST5026","PROD1737","5","2024/4/21"
"SALE8105","CUST4789","PROD1731","4","2024/6/14"
"SALE8105","CUST5116","PROD1747","3","2024/11/22"
"SALE8105","CUST4816","PROD1746","2","2024/11/19"
"SALE8105","CUST4803","PROD1757","5","2024/12/28"
"SALE8105","CUST5060","PROD1752","4","2024/3/5"
"SALE8105","CUST5027","PROD1743","1","2024/2/18"
"SALE8105","CUST4924","PROD1759","1","2024/6/14"
"SALE8105","CUST5050","PROD1725","4","2024/4/13"
"SALE8105","CUST4686","PROD1767","2","2024/2/17"
"SALE8105","CUST4964","PROD1751","1","2024/10/7"
"SALE8105","CUST4872","PROD1736","1","2024/6/16"
"SALE8105","CUST4997","PROD1738","5","2024/9/20"
